tweet,polarity,sentiment
GeezwhatabusyafternoonMeetingsemailsmeetingsandemailandmoremeetings6pmandthedayisstillgoingAhitsdarkand,0.0,Neutral
DANGANOTHERSPRINGBREAKHOWCOOLISTHATTOOBADIHAVETOWORKALLWEEKOHWELLMOREMONEYFORAPHONEttylEVERBODY,0.0,Neutral
KateImafraidtoourreplyaboutunifromagesago,0.0,Neutral
feelingdown,0.0,Neutral
loltheyaresomeemotionalassmenOmgallthislatenighteatingBothofusarebroke,0.0,Neutral
carterAwwNickIlikeyourhairlongerwhydidyoucutitoffBreakMyHeart,0.0,Neutral
wonderifJonlostthenet,0.0,Neutral
WowThemostdepressingthingintheworldislosingavideothatyouvecreatedinamatterofsecondsFML,0.0,Neutral
Butallsaysnotinstock,0.0,Neutral
lmaoimsorrypoohpotiateitall,0.0,Neutral
AnychanceSoftbellyforisntloud,0.0,Neutral
TimetomovemyposteriorandlosesomefatMyarticulationarecreakingsonomorerunningbutImdroolforsomeswimming,0.0,Neutral
listeningtonathancry,0.0,Neutral
todaysuckedImgonnadiewithoutchrisandcallumwahhh,0.0,Neutral
STOUsitenotupdatenoinfoabout22552examandopencourseImustwaitformailnoticesanddocum,0.0,Neutral
ImsorryImfeelingkindayuckymyself5amisgoingtocometooquick,0.0,Neutral
isinlovewithscrappyandismissinhimalready,0.0,Neutral
wantstohearssongbutmyspaceismessingwithme,0.0,Neutral
BadnewswasDadhascancerandisdyingGoodnewsnewbusinessstartedandIamnowalifecoachpractisingholisticweightmanagement,0.0,Neutral
rebeccaManinterventionissoosad,0.0,Neutral
HELPIneedanewboyfriendImstuckinarut,0.0,Neutral
IfeellikeacompleteidiotImtheonlyonewhodoesntgethowthisshitworkshelpme,0.0,Neutral
SawanadonCraigslistforacastingcallforafemalehostonG4IwastotallypsychedButrealizeditwasahoax,0.0,Neutral
PepperonirollsinLAIcalledValentinostheysaidthattheyhadsausagerollsbutnopepperonirolls,0.0,Neutral
yesitwillbeitsonlyMonday,0.0,Neutral
iwantthenewGGepisodealready,0.0,Neutral
ImisswatchingRockosModernLife,0.0,Neutral
RIPSandraitssosadhowcansomeonedosomethinglikethat,0.0,Neutral
KeepingmyfingerscrossedformybuddyHeisnotfeelingwell,0.0,Neutral
WaitshouldIeatOrbeskinnyforvegasImhungry,0.0,Neutral
InoveraItriedtweetdeckonceandIhateditwithapassionOrithatedmeImnotsure,0.0,Neutral
BTWmyiPhoneisactingfunnydyingquicklyandfreezingandBSImnotadmittinganythingjustsayin,0.0,Neutral
SittingherewonderingwhyquotEDquotstillhassuchastrongholdonme,0.0,Neutral
IMSORRYIGOTYOUSICKlolgoingtobedtooNIGHT,0.0,Neutral
noInternetathomehavetodriveintoOxtouseInternetbecauseofbuilders,0.0,Neutral
BuscemitheweatherinCanadaisfreezing,0.0,Neutral
twiggassssssssIbeenoutofrangealldayImbacknowandhopefullyforgood,0.0,Neutral
anyonewhoreadsthisprayformyGrandmaShesinpain,0.0,Neutral
3wokeupandwashavinganaccidentquotItspushingitspushingquothewascryingbecausehecouldntstopfromwettinghispants,0.0,Neutral
HomefromFranklinstreetIalmostjumpedoverafireSomeonekickeditbeforeIcouldJennylosthershoe,0.0,Neutral
heyyoujustchangedyourdefault,0.0,Neutral
FinallygaveinandwasboredenoughtostartthisthingIthinkthe140isgoingtobeaproblemformethoitslikeamyspacestatus,0.0,Neutral
IfoooonlywewerereallysoluckyehAndawhDefinitelytooearlyforwork,0.0,Neutral
buttloadofhomework,0.0,Neutral
needsanothercopyofvisualstudio2008,0.0,Neutral
whytowetheonlyschoolintheworldbeinthisweekMyschoolissillyanywaylookonthebrightsideWhenimoffuwillbein,0.0,Neutral
omgiveaneconomicstestandidontknowallthethingsihavetoknowandomgimgonnafail,0.0,Neutral
OnceuponatimeHundredIslandswastheprideofPhilippinetourismbutcoralclamrarefishpoachingdiditinKindasad,0.0,Neutral
yeahapparentlyihavereallybadtaste,0.0,Neutral
IKNOWIwasreallysurprisedsinceeveryonerecommendsthemonyoutubeIhavetocallthemtomorrowandfigureitallout,0.0,Neutral
WaitingattheairportformyridewhileIgetharassedby2mentryingtosellmeuglyhatsWhymeIjustwanttosleep,0.0,Neutral
ileftmyIDsatthelocationandnowicannotgoouttobarsFUCKKKKKKKKKKKKK,0.0,Neutral
imsorryIdontunderstandyourlastcomment,0.0,Neutral
whenistheannouncementistayeduplatelastnight,0.0,Neutral
thisisstrangeillegaltorrentsavlbleverywherelegalDVDnotinstockWhatdoIdonow,0.0,Neutral
ITSNOTENOUGHTOSAYTHATIMISSU,0.0,Neutral
ThistrolleyhasuppackedinlikesardinesPadregameandtheyREMOVEacarGoodcallMTS,0.0,Neutral
JeezIwasjusttryingtohelpHaha,0.0,Neutral
thathappenedtomesaturdaynightalongwithmyglitterygreenlighter,0.0,Neutral
tryingtoreducethenumberofcigarettesineachday,0.0,Neutral
yeaitissoquietaroundherecuzeveryonehastoworkimboredtodeathwithnobodytotalkto,0.0,Neutral
gottadomycookingassignmentitstoohard,0.0,Neutral
okayabouttheapplepearsIvetalkedtoafewpeopleandtheyveALLhadthembeforeNooneevertoldmenever,0.0,Neutral
IknowImanightowlbynaturehahahaAmIatimezonebehindyouItsalmost1here,0.0,Neutral
lolnopebutididhavecompletecamerafail,0.0,Neutral
ButImuselessifIdontsleepItsnotfairIwantallthefunaswell,0.0,Neutral
MyPookiehasaUTIIhavetobeNurseGabbieandgethimbackto100Nomoresodas,0.0,Neutral
tweetsomethingdamnitandhangoutwithmeplease,0.0,Neutral
ImSObehindinvideogamesandeverythingforthatmatterImyesterdaysnews,0.0,Neutral
tilnoonIdiditwastheonlyoneleftbutIgottemptedandateitsoonasIgothomeIhadachocolatevelvetampatedmocha,0.0,Neutral
IsstressingoutbecausemyblackberrykeepsflashingaredalertstatusfornoreasonItsfakingmeoutandIhateit,0.0,Neutral
IwannawearmyDocMartensoutHaventwornthemsinceDecember,0.0,Neutral
WhentotheshoerepairshopandtheguycouldnotfindmyshoesSoIhavetogobackandseeifhecanfindtheminacoupledays,0.0,Neutral
BarnettIdidnotreallyseethatcoming,0.0,Neutral
justwokeupfromthemostvividsketchynotcooldreamsofmylifetimetostareatthewallwiththelightson,0.0,Neutral
itlltake3daysformysistertogetherpassport,0.0,Neutral
OHMYYESimiss,0.0,Neutral
UhohIthinkIamgettingsick,0.0,Neutral
GoodGODtheyruinedmybellybutton,0.0,Neutral
WatchingWhoFramedRogerRabbitMakesmemissToonTown,0.0,Neutral
rentingbutverycheaprentingandawesomehouseWehad3buyingattemptsfallthrough,0.0,Neutral
runningnosespinningheadnotagoodcombinationforameeting,0.0,Neutral
NEGATIVEyoulostmyvoteofconfidence,0.0,Neutral
NastybudgetdueandmyiphoneisbeingsenttoAppletoday,0.0,Neutral
Noelthatsbad,0.0,Neutral
Dammitepisode3ofKingswontplayforsomereasonstoppedinthemiddlenowwontdoanything,0.0,Neutral
ImsoupsetthatImissedmychatandquizonlinebecausemyfreeinternethasceased,0.0,Neutral
cantbelieveitImindisbeliefofitallinawayreallyHowmuchcanItakefrompeopleandalwaysgethurtbyothers,0.0,Neutral
Carshowseasonhasstartedwithoutme,0.0,Neutral
mythroatisraw,0.0,Neutral
IjustdontgetitWhatinapersonsmindcouldevenhavethemonsomeishlikethisMyprayersarewithherfamforreal,0.0,Neutral
IhateyouIdidntneedtoseethatIneedtocallmytherapistnow,0.0,Neutral
Twilightdidntcomeyesterdayfingerscrossedfortoday,0.0,Neutral
gladIwasablehelpyoufeelbetterIhatetoseeyousickLoveyou,0.0,Neutral
istiredddddddwanttosleepbutihaveanassignmenttofinishandanexamtomorrowtostudyfor,0.0,Neutral
YouknowIwasthinkingIneedmoney,0.0,Neutral
omgitsjstteusday,0.0,Neutral
Henrieummmmmicantfindit,0.0,Neutral
JustheardthattheyfoundSandraCantuShewasonly8yrsold,0.0,Neutral
IveforgottenhowtosnoosnooIwonderifsnoosnooandIwillevermeetagain,0.0,Neutral
wowthatlasttweetmademeseemlikeagiantsexistsorryaboutthat,0.0,Neutral
Mybathtubdrainisfiredithaz1job2doampitizFAILIgotallDranoonitsassampizSTILLNOTDRAININGIwannashowerdangit,0.0,Neutral
stuckathome,0.0,Neutral
mineis110howdoyougetitup,0.0,Neutral
DucklinginfamouschildrensbookstolenfromBostonsPublicGardenTheBostonGlobeviaOHNO,0.0,Neutral
NewsThankyouHoweverIhatetobeonthesamelistthatincludes2convicts,0.0,Neutral
HeadingtoAltrinchamagainOutofhoursinstall,0.0,Neutral
MORNINGGoodimbloodyknackeredWorkisnotformetodayHELPPPxxx,0.0,Neutral
IdonthaveagarageButyoucanparkinmydriveway,0.0,Neutral
Whathappened,0.0,Neutral
quotOnpopularmusicquotbyTWAdornoisprobablythemostdifficultreadingeverprescribedImactuallystrugglingtocontinue,0.0,Neutral
cantseetheflowersfallingidonthaveacamerajustmycellphone,0.0,Neutral
WevebeengoodImnotlikingthesnowrightnowwasgettingusedtotheniceSpringlikeweatherHowaboutyou,0.0,Neutral
armstrongWhatapityYouTubeiscurrentlyblockedinChinaIcantseethevids,0.0,Neutral
whathappenedtoyourshowitwasthehightlightofmylife,0.0,Neutral
ThisisthebestleathersofaintheworldItsintheofficethoughwhichmeansImstillhereworking,0.0,Neutral
Still3moredaysuntilmyInternetgetsuncapped,0.0,Neutral
Ifhedoesntgetbetterinafewdayshecouldhavesomethinglodgedinhisbelly,0.0,Neutral
iLovemyatekinzzsomuchampampisoomissher,0.0,Neutral
Iwannasneakintothezooandplaywiththekitties,0.0,Neutral
ohnohopeyourenotgettingsicktoo,0.0,Neutral
idontthinkicancauseitsmycousinsbirthdayparty,0.0,Neutral
OursweetlittlemanjustfellasleepwhilewaitingupfordaddyandbigbrothertogethomePoorbabyhemissedthemsomuchtoday,0.0,Neutral
theangelisgoingtomisstheathletethisweekend,0.0,Neutral
trustishard,0.0,Neutral
havewatchedthatconsideringtodayyaknowshawnnatomomorrowineedmybestfriend,0.0,Neutral
Grriwanttokeepreadingbutifidoiwonthaveanythinglefttoread,0.0,Neutral
atekinzzwhereintheworldareyou,0.0,Neutral
Nousupposedtobemydate,0.0,Neutral
pearsampBriebottleofCabernetandquotWinaDateWithTadHamiltonquotohgawwdmylifeflashedforwardtowhenIm40withmy75cats,0.0,Neutral
CrapIneedmoredressestoo,0.0,Neutral
yeahiknowitwashorribleughsaddening,0.0,Neutral
geezurnofunareyou,0.0,Neutral
Iwannabeinapunkrockbandagain,0.0,Neutral
ThatsalotofangstforaTuesdayafternoon,0.0,Neutral
ImverygladBritneyisntcrazyanymoreThatwasonehellofashowNowImsadthatitsoverNextupAPatCookCounty,0.0,Neutral
hasahuuugeheadacheomgIfeellikecrap,0.0,Neutral
